"Gender","Ethnicity","%","Pupils"
"All","All","42.6"
"All","Asian","49.5"
"All","Bangladeshi","48.4"
"All","Indian","61.9"
"All","Pakistani","38.6"
"All","Asian other","57.2"
"All","Black","38.4"
"All","Black African","43.5"
"All","Black Caribbean","28.7"
"All","Black other","32.1"
"All","Chinese","72.0"
"All","Mixed","43.2"
"All","Mixed White/Asian","53.9"
"All","Mixed White/Black African","42.8"
"All","Mixed White/Black Caribbean","31.1"
"All","Mixed other","46.7"
"All","White","42.0"
"All","White British","42.1"
"All","White Irish","55.0"
"All","Gypsy/Roma","4.7"
"All","Irish Traveller","9.3"
"All","White other","41.4"
"All","Other","43.6"
"All","Unknown","34.7"
"Boys","All","39.6"
"Boys","Asian","47.0"
"Boys","Bangladeshi","47.1"
"Boys","Indian","59.0"
"Boys","Pakistani","36.5"
"Boys","Asian other","52.8"
"Boys","Black","34.1"
"Boys","Black African","39.5"
"Boys","Black Caribbean","24.2"
"Boys","Black other","27.1"
"Boys","Chinese","67.9"
"Boys","Mixed","40.9"
"Boys","Mixed White/Asian","51.8"
"Boys","Mixed White/Black African","40.2"
"Boys","Mixed White/Black Caribbean","28.3"
"Boys","Mixed other","44.6"
"Boys","White","39.0"
"Boys","White British","39.1"
"Boys","White Irish","!"
"Boys","Gypsy/Roma","4.3"
"Boys","Irish Traveller","!"
"Boys","White other","37.8"
"Boys","Other","40.7"
"Boys","Unknown","31.7"
"Girls","All","45.7"
"Girls","Asian","52.1"
"Girls","Bangladeshi","49.6"
"Girls","Indian","65.1"
"Girls","Pakistani","40.8"
"Girls","Asian other","62.1"
"Girls","Black","42.7"
"Girls","Black African","47.6"
"Girls","Black Caribbean","33.2"
"Girls","Black other","37.2"
"Girls","Chinese","76.5"
"Girls","Mixed","45.5"
"Girls","Mixed White/Asian","56.0"
"Girls","Mixed White/Black African","45.3"
"Girls","Mixed White/Black Caribbean","34.0"
"Girls","Mixed other","48.9"
"Girls","White","45.1"
"Girls","White British","45.2"
"Girls","White Irish","!"
"Girls","Gypsy/Roma","5.1"
"Girls","Irish Traveller","!"
"Girls","White other","45.1"
"Girls","Other","46.9"
"Girls","Unknown","38.0"
