"FSM","Ethnicity","%","Pupils"
"FSM","All","21.7"
"FSM","Asian","35.5"
"FSM","Bangladeshi","41.9"
"FSM","Indian","43.4"
"FSM","Pakistani","29.2"
"FSM","Asian other","38.5"
"FSM","Black","29.2"
"FSM","Black African","34.7"
"FSM","Black Caribbean","19.6"
"FSM","Black other","21.2"
"FSM","Chinese","67.9"
"FSM","Mixed","22.9"
"FSM","Mixed White/Asian","24.2"
"FSM","Mixed White/Black African","27.4"
"FSM","Mixed White/Black Caribbean","16.5"
"FSM","Mixed other","27.5"
"FSM","White","17.4"
"FSM","White British","16.9"
"FSM","White Irish","18.6"
"FSM","Gypsy/Roma","!"
"FSM","Irish Traveller","!"
"FSM","White other","29.1"
"FSM","Other","36.1"
"FSM","Unknown","32.4"
"Non-FSM","All","45.8"
"Non-FSM","Asian","52.3"
"Non-FSM","Bangladeshi","50.9"
"Non-FSM","Indian","63.3"
"Non-FSM","Pakistani","41.0"
"Non-FSM","Asian other","59.8"
"Non-FSM","Black","41.0"
"Non-FSM","Black African","46.0"
"Non-FSM","Black Caribbean","31.3"
"Non-FSM","Black other","35.1"
"Non-FSM","Chinese","72.3"
"Non-FSM","Mixed","47.7"
"Non-FSM","Mixed White/Asian","58.7"
"Non-FSM","Mixed White/Black African","46.6"
"Non-FSM","Mixed White/Black Caribbean","35.4"
"Non-FSM","Mixed other","50.6"
"Non-FSM","White","45.2"
"Non-FSM","White British","45.4"
"Non-FSM","White Irish","59.8"
"Non-FSM","Gypsy/Roma","!"
"Non-FSM","Irish Traveller","!"
"Non-FSM","White other","42.6"
"Non-FSM","Other","45.9"
"Non-FSM","Unknown","41.1"
