"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Measure_type","Value","Value_type","Note"
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","32","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","26","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Occupational pension income","42","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Personal pension income","14","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Investment income","60","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Other income","40","%",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Gross income","510","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","162","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","26","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Occupational pension income","127","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Personal pension income","18","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Investment income","41","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Gross income","513","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","163","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","26","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Occupational pension income","129","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Investment income","41","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Gross income","513","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit income","219","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","164","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","25","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Occupational pension income","129","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Personal pension income","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Investment income","41","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Gross income","502","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit income","214","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","150","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","34","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","19","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Occupational pension income","116","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Personal pension income","12","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Investment income","54","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Earnings income","103","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Other income ","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Gross income","448","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit income","203","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which State Pension","133","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Income-related benefits","46","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Benefit Income of which Disability benefits","10","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Occupational pension income","113","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Personal pension income","10","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Investment income","17","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Earnings income","101","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Other income ","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Gross income","403","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit income","215","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","129","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","60","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","14","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Occupational pension income","71","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Personal pension income","4","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Investment income","5","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Earnings income","106","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Other income ","3","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Gross income","429","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit income","209","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","135","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","42","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","20","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Occupational pension income","76","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Personal pension income","14","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Investment income","37","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Earnings income","86","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Other income ","7","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Gross income","491","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit income","209","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","143","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","34","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","22","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Occupational pension income","116","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Personal pension income","26","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Investment income","49","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Earnings income","85","£",""
"Gross income, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Other income ","6","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Mean","423","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Mean","426","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Mean","426","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Mean","417","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Mean","370","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Mean","340","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Mean","352","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Mean","397","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","334","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Median","336","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","336","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","320","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Median","299","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","270","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","260","£",""
"Net income BHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","302","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Mean","392","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Mean","395","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Mean","395","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Mean","377","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Mean","317","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Mean","284","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Mean","322","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Mean","354","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Median","299","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Median","302","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Median","303","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Median","282","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Median","247","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Median","216","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Median","227","£",""
"Net income AHC, £ per week","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Median","257","£",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","All","ONS 5+2","Count","8,600,000","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White All","ONS 5+2","Count","8,300,000","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White British","ONS 5+2","Count","8,000,000","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","White Other","ONS 5+2","Count","200,000","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Mixed","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Black","ONS 5+2","Count","100,000","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Asian","ONS 5+2","Count","200,000","",""
"Total Population Figures","2008/09; 2009/10; 2010/11","3-Year average","Other","ONS 5+2","Count"," - ","","Less than 50,000 in the UK population"
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","All","ONS 5+2","Count","27,044","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White All","ONS 5+2","Count","26,273","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White British","ONS 5+2","Count","25,543","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","White Other","ONS 5+2","Count","730","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Mixed","ONS 5+2","Count","60","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Black","ONS 5+2","Count","218","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Asian","ONS 5+2","Count","383","",""
"Sample Sizes","2008/09; 2009/10; 2010/11","3-Year sum","Other","ONS 5+2","Count","110","",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Occupational pension income","61","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Investment income","68","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","All","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Occupational pension income","62","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Personal pension income","17","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Investment income","69","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Earnings income","19","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White All","ONS 5+2","Other income","45","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","100","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","97","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","29","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","23","%",""
"The percentage of pensioner units in receipt","2009/10; 2010/11; 2011/12","3-Year average","White British","ONS 5+2","Occupational pension income","62","%",""
